CDG,DT_Abert,Dia_Semana,Tipo,QTD,Produto,Categoria,Valor_Un,Valor_Total,DT_Fech
10293,21/03/2025 12:10,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",21/03/2025 13:35
10293,21/03/2025 12:10,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",21/03/2025 13:35
10293,21/03/2025 12:10,sexta-feira,Delivery    ,2,Coca-Cola Original 600mL,Refrigerantes,"9,00","18,00",21/03/2025 13:35
10307,21/03/2025 13:38,sexta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",21/03/2025 16:16
10315,21/03/2025 16:34,sexta-feira,Delivery    ,4,Hot Dog Nervoso,Hot Dog,"32,90","131,60",21/03/2025 17:56
10319,21/03/2025 17:56,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",21/03/2025 18:49
10319,21/03/2025 17:56,sexta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",21/03/2025 18:49
10319,21/03/2025 17:56,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",21/03/2025 18:49
10319,21/03/2025 17:56,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",21/03/2025 18:49
10319,21/03/2025 17:56,sexta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",21/03/2025 18:49
10323,22/03/2025 10:49,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",22/03/2025 11:55
10345,24/03/2025 10:26,segunda-feira,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",24/03/2025 11:35
10345,24/03/2025 10:26,segunda-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",24/03/2025 11:35
10346,24/03/2025 10:30,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",24/03/2025 11:35
10346,24/03/2025 10:30,segunda-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",24/03/2025 11:35
10346,24/03/2025 10:30,segunda-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"3,90","3,90",24/03/2025 11:35
10348,24/03/2025 11:31,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",24/03/2025 12:09
10348,24/03/2025 11:32,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",24/03/2025 12:09
10348,24/03/2025 11:32,segunda-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"5,00","5,00",24/03/2025 12:09
10354,24/03/2025 12:20,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",24/03/2025 12:56
10354,24/03/2025 12:20,segunda-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",24/03/2025 12:56
10355,24/03/2025 12:32,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",24/03/2025 12:56
10359,24/03/2025 13:30,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",24/03/2025 14:10
10359,24/03/2025 13:30,segunda-feira,Delivery    ,1,Coca-cola Zero 600mL,Refrigerantes,"6,00","6,00",24/03/2025 14:10
10364,24/03/2025 14:56,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",24/03/2025 15:42
10364,24/03/2025 14:56,segunda-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",24/03/2025 15:42
10377,24/03/2025 18:38,segunda-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",24/03/2025 19:05
10377,24/03/2025 18:38,segunda-feira,Delivery    ,1,Boizão,Hambúrguer,"44,90","44,90",24/03/2025 19:05
10378,24/03/2025 18:44,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",24/03/2025 19:05
10378,24/03/2025 18:44,segunda-feira,Delivery    ,1,Coca-cola Zero 600mL,Refrigerantes,"6,00","6,00",24/03/2025 19:05
10382,25/03/2025 10:52,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/03/2025 13:30
10382,25/03/2025 10:52,terça-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",25/03/2025 13:30
10386,25/03/2025 11:25,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",25/03/2025 13:30
10393,25/03/2025 12:40,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",25/03/2025 13:34
10394,25/03/2025 12:52,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/03/2025 13:34
10389,25/03/2025 13:30,terça-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",25/03/2025 13:30
10389,25/03/2025 13:30,terça-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"6,00","6,00",25/03/2025 13:30
10391,25/03/2025 13:31,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"33,50","33,50",25/03/2025 13:32
10391,25/03/2025 13:31,terça-feira,Delivery    ,1,Bacon 60g,Complemento,"6,50","6,50",25/03/2025 13:32
10391,25/03/2025 13:31,terça-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",25/03/2025 13:32
10410,25/03/2025 16:34,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/03/2025 17:13
10421,26/03/2025 10:30,quarta-feira,Delivery    ,1,Boizinho Salada,Hambúrguer,"29,90","29,90",26/03/2025 11:28
10421,26/03/2025 10:30,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",26/03/2025 11:28
10424,26/03/2025 11:21,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 12:07
10429,26/03/2025 12:13,quarta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,90","14,90",26/03/2025 12:55
10429,26/03/2025 12:13,quarta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",26/03/2025 12:55
10434,26/03/2025 12:49,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 13:40
10434,26/03/2025 12:49,quarta-feira,Delivery    ,1,Frango Seladinho,Frango,"30,90","30,90",26/03/2025 13:40
10434,26/03/2025 12:49,quarta-feira,Delivery    ,2,Coca-Cola Zero 200mL,Refrigerantes,"3,90","7,80",26/03/2025 13:40
10435,26/03/2025 12:50,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 13:40
10435,26/03/2025 12:50,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 13:40
10438,26/03/2025 13:23,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 14:21
10438,26/03/2025 13:23,quarta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",26/03/2025 14:21
10443,26/03/2025 15:04,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 15:35
10443,26/03/2025 15:04,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",26/03/2025 15:35
10448,26/03/2025 16:48,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 17:11
10451,26/03/2025 17:47,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 18:08
10451,26/03/2025 17:47,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/03/2025 18:08
10451,26/03/2025 17:47,quarta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",26/03/2025 18:08
10454,26/03/2025 18:41,quarta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",26/03/2025 19:04
10457,27/03/2025 11:16,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",27/03/2025 11:16
10457,27/03/2025 11:16,quinta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",27/03/2025 11:16
10463,27/03/2025 12:03,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",27/03/2025 13:23
10465,27/03/2025 12:14,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",27/03/2025 13:23
10465,27/03/2025 12:14,quinta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",27/03/2025 13:23
10479,27/03/2025 13:31,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/03/2025 14:20
10479,27/03/2025 13:31,quinta-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",27/03/2025 14:20
10481,27/03/2025 14:02,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/03/2025 14:20
10481,27/03/2025 14:02,quinta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",27/03/2025 14:20
10486,27/03/2025 14:25,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",27/03/2025 15:18
10488,27/03/2025 15:13,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",27/03/2025 16:14
10488,27/03/2025 15:13,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",27/03/2025 16:14
10494,27/03/2025 16:37,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/03/2025 17:24
10502,28/03/2025 11:00,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/03/2025 14:11
10502,28/03/2025 11:00,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",28/03/2025 14:11
10502,28/03/2025 11:00,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/03/2025 14:11
10502,28/03/2025 11:00,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",28/03/2025 14:11
10502,28/03/2025 11:00,sexta-feira,Delivery    ,2,Coca-Cola Original 350mL,Refrigerantes,"6,90","13,80",28/03/2025 14:11
10503,28/03/2025 11:15,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",28/03/2025 14:11
10503,28/03/2025 11:15,sexta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",28/03/2025 14:11
10504,28/03/2025 11:21,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/03/2025 14:11
10504,28/03/2025 11:21,sexta-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"6,90","6,90",28/03/2025 14:11
10508,28/03/2025 11:49,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/03/2025 14:11
10508,28/03/2025 11:49,sexta-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",28/03/2025 14:11
10511,28/03/2025 12:00,sexta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,90","14,90",28/03/2025 14:11
10511,28/03/2025 12:00,sexta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",28/03/2025 14:11
10514,28/03/2025 12:32,sexta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",28/03/2025 14:11
10514,28/03/2025 12:32,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",28/03/2025 14:11
10514,28/03/2025 12:32,sexta-feira,Delivery    ,1,Fanta Laranja 350mL,Refrigerantes,"5,00","5,00",28/03/2025 14:11
10516,28/03/2025 13:09,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/03/2025 14:11
10523,28/03/2025 13:40,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",28/03/2025 14:10
10523,28/03/2025 13:40,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",28/03/2025 14:10
10523,28/03/2025 13:40,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",28/03/2025 14:10
10523,28/03/2025 13:40,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",28/03/2025 14:10
10526,28/03/2025 14:43,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/03/2025 15:24
10538,28/03/2025 18:10,sexta-feira,Delivery    ,1,Água Com gás,Águas,"4,50","4,50",28/03/2025 18:53
10538,28/03/2025 18:11,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",28/03/2025 18:53
10538,28/03/2025 18:11,sexta-feira,Delivery    ,1,Coca-cola Zero 600mL,Refrigerantes,"6,00","6,00",28/03/2025 18:53
10539,28/03/2025 18:11,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",28/03/2025 18:53
10539,28/03/2025 18:11,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",28/03/2025 18:53
10539,28/03/2025 18:11,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",28/03/2025 18:53
10539,28/03/2025 18:11,sexta-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",28/03/2025 18:53
10543,28/03/2025 18:27,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/03/2025 19:00
10543,28/03/2025 18:27,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/03/2025 19:00
10545,29/03/2025 11:54,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"33,50","33,50",29/03/2025 11:54
10545,29/03/2025 11:54,sábado,Delivery    ,1,Bacon 60g,Complemento,"6,50","6,50",29/03/2025 11:54
10545,29/03/2025 11:54,sábado,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"5,00","5,00",29/03/2025 11:54
10548,29/03/2025 12:11,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",29/03/2025 12:29
10548,29/03/2025 12:11,sábado,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",29/03/2025 12:29
10616,02/04/2025 11:06,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",02/04/2025 14:06
10616,02/04/2025 11:06,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",02/04/2025 14:06
10616,02/04/2025 11:06,quarta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",02/04/2025 14:06
10617,02/04/2025 11:09,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/04/2025 14:06
10619,02/04/2025 11:35,quarta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",02/04/2025 14:07
10619,02/04/2025 11:35,quarta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",02/04/2025 14:07
10623,02/04/2025 11:58,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",02/04/2025 14:07
10623,02/04/2025 11:58,quarta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",02/04/2025 14:07
10629,02/04/2025 12:59,quarta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",02/04/2025 14:07
10629,02/04/2025 12:59,quarta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",02/04/2025 14:07
10629,02/04/2025 12:59,quarta-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",02/04/2025 14:07
10638,02/04/2025 14:53,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/04/2025 15:26
10650,02/04/2025 18:04,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/04/2025 18:42
10651,02/04/2025 18:16,quarta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",02/04/2025 18:43
10651,02/04/2025 18:16,quarta-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",02/04/2025 18:43
10653,02/04/2025 18:19,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/04/2025 18:43
10653,02/04/2025 18:19,quarta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",02/04/2025 18:43
10657,03/04/2025 11:03,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/04/2025 12:13
10657,03/04/2025 11:03,quinta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",03/04/2025 12:13
10657,03/04/2025 11:03,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/04/2025 12:13
10657,03/04/2025 11:03,quinta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",03/04/2025 12:13
10657,03/04/2025 11:03,quinta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",03/04/2025 12:13
10658,03/04/2025 11:10,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/04/2025 12:13
10660,03/04/2025 11:23,quinta-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",03/04/2025 12:13
10660,03/04/2025 11:23,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/04/2025 12:13
10661,03/04/2025 11:27,quinta-feira,Delivery    ,2,Hot Dog Catupiry,Hot Dog,"29,90","59,80",03/04/2025 12:13
10672,03/04/2025 12:23,quinta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",03/04/2025 13:04
10679,03/04/2025 13:12,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/04/2025 14:57
10693,03/04/2025 16:34,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",03/04/2025 17:14
10693,03/04/2025 16:34,quinta-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"5,00","5,00",03/04/2025 17:14
10696,03/04/2025 17:22,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/04/2025 17:43
10702,03/04/2025 18:31,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",03/04/2025 19:00
10702,03/04/2025 18:31,quinta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",03/04/2025 19:00
10708,04/04/2025 11:18,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",04/04/2025 13:40
10708,04/04/2025 11:18,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",04/04/2025 13:40
10710,04/04/2025 11:23,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",04/04/2025 13:40
10712,04/04/2025 11:53,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",04/04/2025 13:40
10724,04/04/2025 12:50,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",04/04/2025 13:40
10750,04/04/2025 17:46,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",04/04/2025 18:19
10750,04/04/2025 17:46,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",04/04/2025 18:19
10750,04/04/2025 17:46,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",04/04/2025 18:19
10750,04/04/2025 17:46,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",04/04/2025 18:19
10754,04/04/2025 18:14,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",04/04/2025 19:03
10754,04/04/2025 18:15,sexta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",04/04/2025 19:03
10755,04/04/2025 18:24,sexta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",04/04/2025 19:03
10755,04/04/2025 18:24,sexta-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",04/04/2025 19:03
10756,04/04/2025 18:25,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",04/04/2025 19:09
10768,05/04/2025 12:57,sábado,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",05/04/2025 13:37
10768,05/04/2025 12:57,sábado,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",05/04/2025 13:37
10768,05/04/2025 12:57,sábado,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",05/04/2025 13:37
10770,05/04/2025 13:10,sábado,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",05/04/2025 13:55
10770,05/04/2025 13:10,sábado,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",05/04/2025 13:55
10777,07/04/2025 11:08,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",07/04/2025 11:50
10779,07/04/2025 11:38,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",07/04/2025 12:09
10780,07/04/2025 11:47,segunda-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",07/04/2025 12:21
10780,07/04/2025 11:47,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/04/2025 12:21
10781,07/04/2025 11:47,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/04/2025 12:21
10793,07/04/2025 13:14,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/04/2025 13:44
10808,07/04/2025 15:14,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",07/04/2025 16:25
10808,07/04/2025 15:14,segunda-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",07/04/2025 16:25
10810,07/04/2025 15:39,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/04/2025 16:26
10815,07/04/2025 16:54,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",07/04/2025 17:27
10815,07/04/2025 16:54,segunda-feira,Delivery    ,1,Doguinho,Hot Dog,"14,90","14,90",07/04/2025 17:27
10815,07/04/2025 16:54,segunda-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",07/04/2025 17:27
10821,07/04/2025 17:35,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/04/2025 17:52
10821,07/04/2025 17:35,segunda-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",07/04/2025 17:52
10824,07/04/2025 18:22,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",07/04/2025 19:00
10825,07/04/2025 18:25,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",07/04/2025 19:00
10828,08/04/2025 10:15,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",08/04/2025 11:41
10829,08/04/2025 10:34,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",08/04/2025 11:42
10829,08/04/2025 10:34,terça-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"5,00","5,00",08/04/2025 11:42
10830,08/04/2025 10:49,terça-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",08/04/2025 11:42
10834,08/04/2025 11:17,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",08/04/2025 11:42
10838,08/04/2025 11:45,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",08/04/2025 12:46
10838,08/04/2025 11:45,terça-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",08/04/2025 12:46
10838,08/04/2025 11:45,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",08/04/2025 12:46
10838,08/04/2025 11:45,terça-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",08/04/2025 12:46
10840,08/04/2025 11:59,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",08/04/2025 12:46
10840,08/04/2025 11:59,terça-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",08/04/2025 12:46
10841,08/04/2025 12:01,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",08/04/2025 12:53
10856,08/04/2025 13:47,terça-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",08/04/2025 14:24
10856,08/04/2025 13:47,terça-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",08/04/2025 14:24
10858,08/04/2025 14:31,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",08/04/2025 15:00
10860,08/04/2025 15:03,terça-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",08/04/2025 15:36
10860,08/04/2025 15:03,terça-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",08/04/2025 15:36
10867,08/04/2025 17:08,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",08/04/2025 17:29
10867,08/04/2025 17:08,terça-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",08/04/2025 17:29
10869,08/04/2025 17:32,terça-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",08/04/2025 18:01
10869,08/04/2025 17:32,terça-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",08/04/2025 18:01
10877,09/04/2025 10:50,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",09/04/2025 11:45
10877,09/04/2025 10:50,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",09/04/2025 11:45
10884,09/04/2025 11:55,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,00","32,00",09/04/2025 12:24
10884,09/04/2025 11:55,quarta-feira,Delivery    ,1,Guaraná Antárctica 350mL,Refrigerantes,"5,00","5,00",09/04/2025 12:24
10885,09/04/2025 12:02,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",09/04/2025 12:24
